,text,user_id
725,"I think the ""meh. I've experienced better"" sums it up.",KYoKrveCUg4CC9YcSvkApQ
732,"First things first - the food was okay (went here for breakfast), just about average but nothing to complaint about. The 1 rating is not for the food but our experience overall because of the attitude of our server Monika. She was extremely irritated while taking our order and made it obvious. We asked for sugar because there was none at our table and she didn't care until we reminded her again. Our order took forever to come (30+ mins) which is also understandable at times but you'd expect the staff to acknowledge the fact. When we mentioned the delay, she again passed some remark with an ""I don't care"" kind of attitude. What was concerning was the difference in her attitude at our table vs. the ones next to us - we could see her asking others if they wanted anything else or just following up in general but surprise - nothing at our table! I just read through the other reviews of this place and this review isn't the first mention of this particular sever's attitude. I'll leave it at that and hope the management is smart enough to understand. Will never return.",6GmsDhXJCS2aPirVjWvd4Q
736,"Went in yesterday after learning that Mediterranean Kitchen across had a long wait. Must say that we were very disappointed with the quality of food given the 4* on yelp. None of the kebabs were grilled well (all too dry) and the rice accompanying the dishes lacked flavor. The pita and hummus were  decent but overall, very mediocre Mediterranean dishes. Not ones for which we would visit again.",6GmsDhXJCS2aPirVjWvd4Q
743,"Decent food, nothing out of the ordinary. Service was poor. They put out a grilled pesto chicken in which the chicken was cold and the server Adam tried to defend why it was cold. Shocker!! He apologized in the end before we left but it was simply appalling to see a sever defend a cold dish. Overall nothing great, much better places on Kauai to have Italian food.",6GmsDhXJCS2aPirVjWvd4Q
744,Rude lady at the counter who didn't know how to talk!! Left without eating. Not sure how they expect tourists to come in to eat with such an attitude.,6GmsDhXJCS2aPirVjWvd4Q
774,"I can only speak for the food quality at the C-ID Night Market and not at their actual restaurant. My husband ordered a pork bao and we were disappointed. The pork was cutlet style, really dry & lacked any flavor. If my husband didn't put any sriracha or spicy mayo sauce on it, it would've tasted very bland.",_sCXKzDT9rkVuZbbiPpWnA
779,"Based on positive reviews I've read on Yelp, I was quite disappointed with the sandwich. This was not worth $18.50! Sandwich was not fresh, the slab of crab meat was very thin, bread was extremely greasy on the outside with barely any flavor on the inside and I had a few pieces of crab shell in the sandwich.The only saving grace about the sandwich was the flavor of the crab.",_sCXKzDT9rkVuZbbiPpWnA
906,"Super busy, a lot of confusion just trying to get seated. Ask the host if there was a bar area and proceeded to head over to order a few pitchers of beer, the serve asked if we were having food and told her no we are waiting for a table and processed to walk away and roll her eyes at our group.Not sure why it was that big of a deal to want to spend some money at this place.On a lighter note, pizza was amazing, however not sure I'll be back due to the lack of service and bad attitude. My tab was about $50.",xyraFkKOEZHVD-dGW0vTkg
924,"Avoid this place, no service, food was cold, had the serve take back the food and the manager runs out with the food to tell me he reheated the food on the grill (which was a lie), and proceeds to tell me it's free and that I should just eat it.Stay away!",xyraFkKOEZHVD-dGW0vTkg
933,"Not in a very good location, there is only 5-6 parks stalls so you'll need to find street parking, inside the seating is small as well, the tables and chairs are really cramped together. Food wise I ordered the nasi lemak chicken and it was quite bland and super salty only thing I could taste was salt, the shrimp chips was good tho. Ive been to Malaysia many times so I  was excited to find a Malaysian restaurant near me, however this was just disappointing. I went and tried to see what options they had dessert and the only thing that was left was the durian crepe, so I passed.I will have to give this place another shot in the future as of right now I'll let them work out the kinks in their flavoring and and portion control as it is expensive ($16) for not a whole lot of food or flavors in a staple dish of Malaysia",xyraFkKOEZHVD-dGW0vTkg
963,"Location: Nice location in front of the ferry terminal.Food: Poutine was delicious however not enough gravy was given, the steak and chips was ok however it was over cooked(requested med rare)",xyraFkKOEZHVD-dGW0vTkg
965,"Not so good, the staff was friendly however not very knowledgeable of the food selection. Ordered the chicken Alfredo fettuccine, and pesto chicken pizza. For a $20 meal I would have much rather gone to Olive Garden and felt more satisfied. On the bright side they were super fast however the pizza was under cooked and they have an awesome fancy soda machine!",xyraFkKOEZHVD-dGW0vTkg
1012,"I came here one day for Poke as it was closer to work than the other place in Chinatown. I was impressed by the inexpensiveness of the bowls and the fact that they also have boba. I was not impressed by the actual product however. The fish didn't taste the freshest and I was missing the avocado I had ordered on my bowl. I didn't get sick, but the texture of the fish wasn't what I've grown to expect from poke places. I think I'll get more steps in and pay a bit more at the other place on 11th.",uHtu4wW3WdygQtNMOmlILQ
1031,"I came into this shop after an Oakland A's day game, wanting some R&R and new polish color since I was going out of town for the weekend. What I got was absolutely not that.Imagine how excited I was that a nail/hair salon was newly opened mere steps away from my home. I walk in and notice a lady is speaking very loudly on her cellphone. I'm thinking okay, maybe it'll be a quick conversation and I can start relaxing when she's done. I peruse the polish wall and decide I like the polish I brought more. I sit down at the chair furthest away from the lady talking on the phone in an effort to not hear her. But there's only 4 chairs and she's talking HELLA loud. I get the massage started and the lady who's going to work on me, asks me to move over since there's more room.I oblige. Go to turn on the massage, it doesn't work. The lady tries to get it to work, but it doesn't. Instead of moving me back, it was just like oh well. She starts clipping my toe nails and a 5 o'clock hair cut appointment comes in 15 minutes early. She says oh let me go do her haircut, it's only going to take 10-15 minutes. 20-25 minutes later, much more loud phone conversation, I'm still sitting there. I finally had enough, put on my flip flops and stormed out. I totally understand wanting to help all your customers, but you have got recognize when customers are feeling uncomfortable and under appreciated. So sad, I wanted to love you Serena.",uHtu4wW3WdygQtNMOmlILQ
1039,"I was in town from the Bay and decided to mosey on down to this East Bay bar as one of my friend's told me about it and figured why not. My bf and I just finished watching a Nets game at Barclay's and the A's were on. We sat at the bar and looked over the tap list, nothing too impressive. Ordered a couple of brews from the bartender and that was it. No conversation from the bartenders, just listened to them complain to each other on how it was dead. 20 minutes later, a large group of gals come in. Whole demeanor changes, but of course not towards us. I hate to say it, but I wasn't impressed. Not with the Bay Area ""decor"" or the customer service. I'm not even a SF fan and the peeps at Finnerty's are nicer. Sad because Brooklyn was the next NY borough I wanted to explore. Would've been nice to have a home base.",uHtu4wW3WdygQtNMOmlILQ
1052,"Why why why why why???? Souley Vegan! Why?? Why did you have to end up on my black list? I don't have incredibly high standards for restaurants. Clean, good service, delicious food. Sometimes one out of three is good enough. But today is not one of those days.My usual lunch partner and I finally decided to come to Souley Vegan. I was kind of excited, as I haven't had their food since an Art and Soul Festival I went to years ago. We walk in and the first thing I notice is the sound... are my shoes sticking to the floor? Get some degreaser and a push broom, like right now. We place our orders, split the payment and go and have a seat at a wobbly table. I'm thinking man I am so freaking hangry!! While waiting for our food, I noticed a male customer who came in after us get his food... hmmm maybe he called it in. Then a couple of young ladies get their appetizer, then entrees. Then a to go order and then another. Hmmmm it's been at least 30 minutes. Does it take this long to made okra gumbo? Because I know it doesn't take this long to fry tofu or okra.We ask the host how much longer it will be? He says let me check. He goes to the register to print the receipt and then takes it to the back. Miraculously, our entrees appear in five minutes. Okra still is no where to be seen. Was there an apology? ""Oh I forgot to submit your order, I'm sorry."" or ""I'm sorry for the wait."" No just him going back to what ever was going on on his cellphone. Really?!Delicious food? Yes. Good service? No. Clean? No. Will I be back to spend my hard earned money? No.",uHtu4wW3WdygQtNMOmlILQ
1061,"Like everyone else says, if I could give this place negative stars I would. Majority of the time when I'm coming here to send something out after waiting an eternity in line, the employees are nice.Unfortunately for me, majority of the time I come here, it's to find a package the non permanent delivery person has not delivered. Every time I end up speaking to a manager, who says they are going to follow up, but NEVER do. In the last two years, this post office has successfully lost 3 packages. The first, a Warriors 73 wins tee I ordered for my SO. Mine arrived, the delivery person scanned the other and said it was delivered but yet it had to call Kohl's to get a refund. The second, a $90 dress I ordered as a Bridal Shower gift from me and two other girls. Again scanned and ""dropped off."" Yet here I am on the phone calling Lulu's to reorder it and waiting to file a claim to get a refund. And now, a Warriors cupcake tee that proceeds went to charity. Guess what? Yep, scanned and ""dropped off."" How do you ask they guy printing these shirts for a refund or replacement when proceeds went to charity?!?! Get your sh*t together USPS!!!! I and I'm sure many other SL residents are sick and tired of your lack in efficency in doing ONE job!! Delivering the mail!! I hope the carrier either likes the stuff I've been ordering or knows the person they've been giving my stuff to and they like it.You make all government employees look bad!!!",uHtu4wW3WdygQtNMOmlILQ
1063,"So I came to Hawker Fare because 1. They're closing soon and 2. there WAS something on the list of 100 Things to Eat in Oakland. Of course it wasn't on the menu on this visit. I've been to Hawker Fare before and it was good. But last night, there wasn't really anything to write home about. Eats: Pork Belly 3/5 and that's generous. Most pieces had meat but the biggest piece was all fat. Short Ribs: 2/5 as another reviewer said there was about 3.0 oz of meat. Fried Rice Ball Salad: 2.5/5 flavor was okay but I've had better.Drinks: Singha for SO. Hard Thai Coffee for me... sweet, but I like my cocktails sweet.Welp, glad there's always places like Vientian Cafe when I get that Laotian hankering.",uHtu4wW3WdygQtNMOmlILQ
1085,"Date: 7/29/15Time: Around 10:45amWeather: Sunny and WarmI went to this 24 Hour Fitness because I didn't see the Super Sport down the street. The gym is upstairs from a vocational school. You can use the elevator or the stairs to get up there. Took the stairs since I figured it would look bad to enter the gym on an elevator. Although, I was staying at a hotel with no elevator. I had a delicious chili cheese Pink's Hot Dog around midnight and figured I'd better do some work so it did not immediately attach itself to my hips.The person at the desk was very nice and even helped me open headphones I had to purchase because I forgot mine. Mike (who teaches classes there) made me feel very welcome as I was there to see the A's take on the Dodgers. (He was from the Bay as well!) So I'm walking in, feeling great.That was until I got to a treadmill in the back of the room that was denied any and all ventilation the building MAY have had to offer. 10 minutes in, I was sweating like a hog. Or maybe the hot dog had something to do with it. Either way, it was HOT! I did a mile and a half before deciding I just couldn't take it anymore. I moved on to weights. There was no wait for machines! Awesome! But when I decided to go squat in peace, there was no such thing. Of course someone had to come way across the room to do arm curls while I was trying to squat it out. Went to the group exercise room to cool down and noticed they had spin bikes in there as well. From my experience, there's been two rooms, one for each. Did my stretching and left. Solid 2.5 stars. 2 for desk clerk and Mike. Half for convenience, minus two for lack of air near cardio machines.",uHtu4wW3WdygQtNMOmlILQ
1087,"Time: 12:30PM Date: 7/31/15 Weather: Clear and warmI came here with my friend who's getting married in three weeks, to look for bridesmaids gifts. Her mother was with us as well. Upon entering the store, we were not greeting by anyone. Although, there were two employees present on the floor (one associate, one manager). After being in the store for 10 minutes with approximately 10 other people, they continued their conversation on not using text messaging to do business. It wasn't until someone asked to try something on, that they finally broke their conversation. The associate came to help the customer with a bracelet that happened to be by our party. After helping her, my friend's mom proceeded to ask the associate how she could get a piece she has at home, to really sparkle. The associate said she could by a cloth. My friend's mom asked her if they store offered a cleaning service. The associate laughed and said ""No. That's weird."" We asked we that would be so weird, she said because no one has ever asked me that before. We told her, well other jewelry stores, such as Tiffany's do offer the service. So its not really something that you laugh at when someone asks you if your ""fine"" jewelry store provides that type of service. She shrugged it off and walked away. (I'd like to note the associate came up to us scratching her underarm. Who the hell scratches their arm pit in public, no less while working retail?)After a couple more minutes, I simply had to walk outside, because I could feel myself getting extremely upset. I've worked in a retail store part time for over 15 years. The reason why I maintained that job in addition to my full time office job, is because I like interacting with other people and providing excellent customer service. I had a manager of an outlet store say she was a stickler for customer service because she did not want her store to fall into the typical bad service category as other outlet stores. This store was the prototype of what bad customer service looks like. You ignore your customers, belittle them when they ask you a question with an accent and then not accept responsibility when you've made a mistake.I went back to the store after we left and asked Jennifer (the store manager) for her district managers name and phone number. She proceeds to give me her card, stating she'll forward my email to her district manager and she's not allowed to give out her information. Seriously, was I born yesterday? I know she has no intention at all in forwarding my strongly worded email. But at least you all will now know what to expect when entering that store. No one will acknowledge you. Except maybe to make you feel bad about asking a perfectly normal question. Oh and they won't let you buy 6 of an item with a coupon because the coupon only allows 3. Goodness knows, they're raking in the dough from they're ""sparkling"" customer service.",uHtu4wW3WdygQtNMOmlILQ
1095,"Seriously this place is hella rude. I signed my name on their list just to have the manager skip my name and put in one of their ""regular"" customers. Is my money not green? Does it not spend the same. Too many places on the block for this foolishness. And I waited 30 minutes!!!! Really lady?!?",uHtu4wW3WdygQtNMOmlILQ
1097,"I've been to this restaurant a few times for lunch with my Monday/Friday lunch partner on chilly days when craving soup. I've had the chicken jook, the roast duck wonton noodle soup and some chow fun. All was delicious, until this last time I went. Like another reviewer I found a baby roach in my bowl of roast duck soup. Needless to say I wasn't pleased, nor will I be going back. If you don't mind a roach doing the back stroke in your soup, then feel free. But really there's other inexpensive holes in the wall in Chinatown.",uHtu4wW3WdygQtNMOmlILQ
1098,"So after finding out I was going to start a new job and finding a Groupon for Ombre for this salon, I decided to treat myself and take a risk with letting someone dye my hair. When I made the appointment, I asked how long it would take as I had class at 7PM that evening. The receptionist asked what kind of hair I had, I told her I had really curly hair because I'm Black and Chinese. And that I have dark hair. I brought pictures of the type of color I might like because I didn't want something too light. Victoria greeted me and gave me a robe to change into to start my appointment. I showed her the pictures and we agreed on a caramel type color. I did wear my hair pressed to the appointment. She started on my hair and I noticed she was parting my hair from the bottom to the top. I wasn't sure if this was the way ombre was done because this was my first time. After the color processed, she rinsed it out. Instead of having her blow dry and press my hair, I had her blow dry it with a diffuser. She kept touching my hair while trying to dry it. Even after her manager told her not to. You don't touch curly hair when blow drying it! It will get frizzy. And that's exactly what it did. Okay, that's fine, I understand not every one can work with curly hair. So I went into the bathroom and wet my hair a bit so I wouldn't totally look like Mustafa when I left.While in the bathroom I looked at my hair and just thought, ""it looks like highlights, it doesn't look like the pictures I brought. Maybe it'll look different when I press my hair."" The next day I pressed my hair and it still looked like just highlights. Highlights done on the lower portion of my hair and that had missed the front. So I called the salon (Friday) and told the receptionist my concern. Victoria called me back and left a message stating she would call me back the next day to set up an appointment. I finally talked to her on Tuesday. I stated my concern and she said that she did do ombre and that it was the texture of my hair (it being curly) that made it not look right. And that my hair was too frizzy for it to look right. Say huh?? I was totally stunned that she said this because she said she liked it when she was finishing my hair. I said that it wasn't because of the texture and that I didn't like the color even when I pressed it. Victoria said that she didn't know what I wanted done because she didn't think it would look right even if she added more color to the bottom because of the texture of my hair. I had enough of going back and forth with her and just said I would go to another salon. So after spending $89 on the Groupon ($250 value???), $37.50 on her tip, I learned the priceless lesson of not letting just anyone work on my hair. Bottom line, if you have curly hair find another salon. Unless you want to be told your hair is frizzy.",uHtu4wW3WdygQtNMOmlILQ
1099,"I know this is a wing place but I wanted ribs today. I mean they serve them right? So I've been here a couple of times and have had the wings and the ribs. Both of them were pretty decent. But this time I just wanted ribs and one of the variations of fries they had. The fries were awesome. My ribs. Stone cold. Not like the awesome Stone Cold Steve Austin way, the ""did y'all just microwave these????"" way. So I called the restaurant to talk to the manger. The employee there said he wasn't there. I asked well how do you prepare your ribs? He said its a secret. Its a secret?!? Its a secret that you microwave ribs and put a thin coat of sauce them to make them seem fresh?!?!Its only 6:30PM, can someone explain why there is no manager there? No shift leader? Just crew members? I have to call back in the morning to talk about the problem I have right now with your food? Some of these franchise restaurants aught to be ashed of themselves. Guess Chef Mike makes more appearances at chain restaurants than we thought.",uHtu4wW3WdygQtNMOmlILQ
1103,"from:  Irena Vaksman, DDS info@drvaksman.comreply-to:  ""Irena Vaksman, DDS"" info@drvaksman.comto:  Shirene date:  Thu, May 10, 2012 at 11:20 AMsubject:  Dental Health News Online May 2012Guess what I got in my email today?? And guess what I had to unsubscribe from for the third time?? You would think after my first review and owner reply, my email address would definitely be removed from the list.",uHtu4wW3WdygQtNMOmlILQ
1105,"I don't know if the attitude of people in Alameda or what! But this store has the rudest people ever. The staff in produce and the deli have no manners at all. How professional is it to block the aisle just to fill onions and not even say excuse me. No one here says excuse me. Only ""sorry"" when they run into your cart. If it weren't for my parents living in alameda I would never come here. The only reason I gave it two stars is because the cashier was beyond friendly. Otherwise this store would get a negative 5 stars!",uHtu4wW3WdygQtNMOmlILQ
1107,"I love a good burger and great fries. But I don't like waiting forever for them. The quality of food here is good. But the speed of their service sucks. I've been here multiple times during evening and night hours and each time we end up waiting 20-30 minutes for our order. Last night was the final straw.My boyfriend and I decided to eat out rather than cook. We went into this establishment around 7:30/8:00pm to find a line of five people and three others sitting in the dining room, no one had food. It just doesn't make sense to me.There's always a younger white guy taking orders and one or two older hispanic ladies cooking or assembling orders. I don't know what they can do to fix it, but they need to fix it asap!",uHtu4wW3WdygQtNMOmlILQ
1110,"The customer service here sucks! When my friend, her son and I came in, there were only two other tables being occupied. The waitress told my friend she couldn't share all you can eat food with her 7 year old son. Ok kinda understandable. We ordered our food, me: sushi combo, my friend: bento with salmon teriyaki and california rolls and a lion king roll on the side. Her bento came out first, the waitress didn't offer a fork so I got up to get her and her son one. They were plastic. Since I was up the waitress decided since I was up I could bring my own food to the table. 6 of the 12 rolls of my sushi combo were california rolls. Like other reviewers have said, the quality of fish wasn't the freshest. Then we played the waiting game for my friends lion king roll. When it finally came to the table, I couldn't help but notice that the rice looked really mushy. Then we played the waiting game again for the check. I will not be back to this horribly decorated, lousy service establishment again!",uHtu4wW3WdygQtNMOmlILQ
1112,"So my friend had a groupon for this place and I've always been curious about it. I looked at the menu on open table and decided it was on! We get there and the neighborhood isn't the best but whatever. Seating for the restaurant was kinda limited but okay. I ordered the catfish filet with green beans, mac and cheese and yams. My friend got the bbq ribs and chicken with greens, potato salad and mac and cheese.I got catfish with two pieces of chicken with okra and corn, mac and cheese and yams. My friend got her bbq, greens and beans. Needless to say the waitress was extremely overwhelmed. The food was okay. The yams were kinda tart (weird b/c I like mine to taste like sweet potato pie). The mac and cheese was cheesy but kinda bland. The green beans were not what I was expecting, not saying they were bad. The catfish was bland but crunchy and moist.Unfortunately I don't think I would go back. There's other places in the East Bay for me to get soul food without them totally mixing up my order. Its a shame because I really wanted to try the peach cobbler.",uHtu4wW3WdygQtNMOmlILQ
1115,I am so happy they installed self checkout here! The customer service at this store is consistently bad. The employees here constantly engage in their own personal conversations while totally ignoring the customer. I find this very annoying and quite unprofessional to say the least. If I didn't live in the area I would definitely take my business somewhere else!,uHtu4wW3WdygQtNMOmlILQ
1175,"An honest review of the Honest Biscuit Sausage Sandwich.  Full disclosure, I have not been inside their location.  This sandwich was ordered from Uber Eats.  In my opinion a good biscuit should be flaky, fluffy, light and buttery.  This biscuit, while enormous and very filling, was hard on the outside, a little dry, dense and crumbly on the inside.  Inside the biscuit was a small Uli's chicken sausage patty, egg and slice of cheese inside the biscuit.  Unfortunately these ingredients were almost impossible to taste because there was so much biscuit compared to fillings.  So you're basically eating an enormous dry biscuit with little flavor.  I wish I could say better since it looked amazing.I think the biscuit could have been good with butter and jam or possibly some gravy to make it moist, but given the option, I would go to the nearest Biscuit Bitch.",3HgHp-SWWhauBxhK7K_skw
1208,"Stopped by for lunch after a hike.  I've been a fan of their Renton location, so I was thrilled when I learned they opened a Issaquah location.  This location is more casual with counter ordering and self service.  You get all you plates, silverware and water at the serving rack.  I ordered a chicken tikka masala, saffron rice, garlic naan and veggie pakora appetizer.  I was disappointed with the taste of the tikka masala, especially being a fan of the Renton location.  This is not the same recipe.  I actually went to the Renton location a few days later to confirm my memory.  The tikka masala was extremely sweet and was hard to palate without the rice and naan.  The chef mentioned the tikka masala is sweet to everyone who came into the restaurant.  If you've gotta to tell people it's sweet, then maybe it's too sweet. Which is too bad because everything else was great.One thing to note is this restaurant is on the pricey side.  The tikka masala is $14.99 and does not come with rice or naan.  If you want rice and naan (really, who doesn't) you're looking at over $20.  That might be fine at a fancy Indian restaurant, but they've positioned themselves as a self-serve takeaway joint.  Not to mention the fact there are several Indian restaurants in the immediate area doing full lunch buffets for around $12.  They do have lunch specials, but that's only on weekdays.They guy at the counter and chef were extremely nice and seem to enjoy engaging with the customers.  The interior is nice, modern and clean.  I hate to leave such a low rating, but If they can replicate the flavor of the Renton location and address pricing, they can easily get a few more stars from me.",3HgHp-SWWhauBxhK7K_skw
1241,"I've loved Kid Valley since I was a kid, especially fried mushrooms, but I would avoid this location.  The state of this restaurant is sad.  The interior just felt dirty.  Instead of ketchup packets they had full bottles of ketchup that look like they had been there for years with dried ketchup all over nozzle.  No napkins or to go utensils/condiments available.  Long waits for food.  The person at the counter would just disappear for minutes at a time.  I could go on, but you get the picture.  My food was OK, but was hard to enjoy because the restaurant gave me the chills.  This location is giving Kid Valley a bad name.  I think the meal was about $14.00, which could buy you an organic raised burger and fries pretty much anywhere.",3HgHp-SWWhauBxhK7K_skw
1245,"Tried out Ramen Bushi-Do on a Saturday afternoon after a long hike.  For some reason, the entire strip mall was packed, but despite the parking lot being full I was able to get a seat with no wait.The first thing I noticed was the service, while friendly, seems very inexperienced.  As I was being seated, the server asked what I wanted to drink.  I hadn't even sat down or glanced at a menu yet.  After a few mins with the menu I decided on the Curry Tsukemen.  The Tsukemen comes with shrimp and grilled salmon, and me not being a seafood lover, asked if I could substitute the seafood with whatever they wanted.  He told me they could leave those items off, but would not be able to substitute them for anything.  Seriously???  That's the most expensive part of the dish.  I switched up to the Tantanmen instead.  As you're seated you get some complimentary soybeans with soy and vinegar.  Honestly, the beans weren't the freshest and the sauce wasn't very appetizing.  I really don't know what the point of this is.  The tantanmen was alright, but it was missing one of the key ingredients that makes it tantanmen.  The noodles were topped with chopped char siu, not ground pork which is traditional in tantanmen.  This is especially confusing to me as the owner is the same as Dough Zone (I love Dough Zone!), which has Dan Dan noodles on their menu with ground pork!  And chopping up char sui does not do wonders for the meat as you get some slices that are 100% fat. The standout part of the ramen are the homemade noodle.  The are a straight, medium thick noodle with very nice texture.  I found the broth to be on the thick/fatty side.  Ordered the maximum spiciness, came out as at medium.  I give the ramen 3 stars and knock off one star for the service.  Nice to have more ramen options, this one doesn't crack into the rotation.",3HgHp-SWWhauBxhK7K_skw
1277,"I never thought it would happen, but for the first time ever I didn't finish my bubble tea.  In fact I threw half of it away.  Ordered a Thai Tea Smoothie and it was straight up bad.  First of all, by definition, a smoothie should be smooth.  This had baby teeth sized chucks of ice throughout the smoothie.  Second, since it was not blended well and there was hardly any dairy, it didn't have that creamy consistency a good bubble tea smoothie should have.   The tea goes up the straw and the ice stays in the cup.  Finally, the flavor of the tea was not right and whatever they use to sweeten it left a weird artificial aftertaste.  After a while, I just didn't want to drink it anymore.  On top of the bad bubble tea they have a $4 min for credit cards and their drinks are priced conveniently under $4, so you have to buy something else or pay more.  If I'm at Crossroads walking by I might give it another try, but there are too many bubble tea shops that I like in the area to go out of my way.",3HgHp-SWWhauBxhK7K_skw
1342,"One of the more chill places in Fremont.  I like the atmosphere here, (dark but relaxed, unpretentious vibe, good music), however the food is just so so.  3 tacos for $11.  Been here several times and felt the meat was dry and prepared earlier.  No sides, pay for chips and salsa/guac/pico.  So you're looking at spending $20-$25 after tax and tip for a bare bones tacos, chips and a beer meal that's not as good as the taco truck down the street, yet twice the price.  I will say the service is friendly, bartender was cool and the drinks are good.  My friends love this place, so I'll be back, but I'd rather eat tacos elsewhere.",3HgHp-SWWhauBxhK7K_skw
1376,"Goodbye to a Bellevue landmark.  I'd been a customer of Casa D's for over 20 years.  I decided to come back after a few years to satisfy a craving.  The first thing I noticed was the place was completely empty at noon, while Garlic Crush next door was packed.  It gave me an uneasy feeling, but I went in anyways since I know this place was great.  Ordered the carne asada burrito and the first thing I noticed is the meat looked different and the guy making the burrito is having a hard time cutting the meat.  When I bite into the burrito the meat is not breaking down.  It's not the skirt steak that I'm used to.  It's a cheap meat, full of connective tissue that's impossible to chew or swallow.  I end up throwing away 3/4 of the buritto because the meat is inedible.  This used to be my favorite burrito place when they used skirt steak for their carne asada.  Add the fact the prices were jacked up to about $12 with a coke and sadly I don't think I'll be coming back.",3HgHp-SWWhauBxhK7K_skw
1410,This place is cheaper but that's because there is NO SECURITY. Our window was smashed as well as ALL THE OTHER CARS IN THE LOT. Thankfully there was nothing valuable to be stolen but still sucks to have a smashed window!,-KlnVOvjklQn5OpTbxFGzA
1420,"One star for Bazar-My friends and I went in because we were intrigued by the window displays. The store has many beautiful, albeit overpriced, items however the customer service was lacking. Significantly so. And after reading through the other reviews, it seems as though customers had similar experiences. Ma'am/store owner- it seems like somethings gotta give if you want loyal, avid customers who refer their friends to your establishment.",vEqjds5IBlPPnyTrW_fWEg
1427,"Remember Labyrinth with David Bowie? This place is the Labyrinth.  The architects and designers are the Labyrinth King (David Bowie). And my conference workshop rooms/the bathrooms/the food court/anywhere I wanted to be within a reasonable amount of time was ""the babe."" Give yourself time to adjust to the poorly-designed layout of the space that didn't account for the amount of people who'd utilize this building. In other news, the staff was helpful and the conference rooms were well equipped.",vEqjds5IBlPPnyTrW_fWEg
1434,"This is my 2nd time at Nate's and was so looking forward to Happy Hour tonight with friends.  The service left much to be desired- not friendly and not helpful - dipped and dashed to our table and was very unpleasant answering questions.  Every part of our order was wrong.  I'm not sure who runs it, but there's many more options to eat decent food and I know once you go you'll agree.  My Uber eats experience with them 2 weeks ago there was cooked feathers on the wings.  Absolutely NOT!  I gave three chances and strike you're out.",iJjKL0KxMZJCb8MmAsERvA
1439,#1 - I don't like flies near food and not horseflies for sure.#2 - Their menu was not in English & Vietnamese and no photos.#3 - Not get service and not great at explaining the menu.#4 - There's much better Vietnamese food in that area. #5 - Won't bother going back,iJjKL0KxMZJCb8MmAsERvA
1441,"This lady who did my nails was so rude to me.  I just wanted to be sure on my color (2 colors) and she jerked the polished and hastily showed it to me.  She made change and shorted me $1 and I asked for and received zero rip.  Lastly, this place puts a timer on.  Not relaxing - they're about money.  Not the spa part.",iJjKL0KxMZJCb8MmAsERvA
1442,"Honestly I visit from Seattle and came with huge expectation of great food and a great experience.  It was a 30 minute wait and you can tell that the workers were exhausted.  My waiter never really tried to make convo he was too busy trying to worry more people coming in after hours.  No on the food I ordered the Creole combo platter which I order with creamed spinach & the jambalaya, red beans & shrimp creole.  The only dish I enjoyed was the shrimp creole, the spinach tasted old & oily and the dessert was disgusting which they called their praline Sunday - it was just not right.  Sad this was my first stop when I touched down in NOLA.  Don't go - don't do it",iJjKL0KxMZJCb8MmAsERvA
1446,"The have at least 6 counters and advertise their closed for lunch from 12-1, but at 2 pm still only have 2 people at the counter and a line out the door.  There were other employees there, but no mention or courtesy to let us know if and when they'd be available to help.  I was there for 45 minutes.",iJjKL0KxMZJCb8MmAsERvA
1461,"Love the size of this coffee shop and plenty of comfy seats, can do without the snarky baristas.  They rarely greet us when we're there and are short when you ask questions on the menu.  Little more friendliness to all clientele would be great CSR.",iJjKL0KxMZJCb8MmAsERvA
1475,"We set forth for an evening among friends from Seattle out to a roof top bar.  We were recommended from another venue after finding they had a private event and arrived with a lackadaisical greeting by the doormen.  Got inside and was waved thru down the dingy hallway to an elevator.  Got to the top floor expecting an ah-ha moment and was rudely told to look at the roof top view strictly from the right of the bar.  Not 'welcome ladies, here's the bar' or nothing .... I'll spend my money elsewhere.  Not impressed.  All the workers seems unamused and rude.",iJjKL0KxMZJCb8MmAsERvA
1482,"In all fairness, I'm not a hamburger person, but I could have made a better burger.  These will simply un-exciting.  No mojo at all.  Just meh",iJjKL0KxMZJCb8MmAsERvA
1484,"Was excited for my birthday dinner .... Asked for my steak to be ""well well well done"" it came back still breathing.  Did I say the birthday girl ate last. Prawns & steak was amazing once corrected.I went back on 10/16/2016 and got medium rare steaks again.  This time asking for well done, well done steaks.  My husband was double charged for the bill and it took 4 days to get a decent response back from Joey's about when we'll be refunded.  What was agreed upon was not what received.  We've been invited back, but at our expense.  Disappointed.",iJjKL0KxMZJCb8MmAsERvA
1493,"I'm a huge coffee drinker from Seattle and couldn't wait to try out a new spot while in New York City.  I got an iced white chocolate mocha and just wasn't impressed with the taste or the strength of the coffee.  While in there their was a regular client who got an iced coffee and returned it for bad taste.  She seemed shocked that it was that bad, made me think that it could've been a new barista.  There is something to making coffee.",iJjKL0KxMZJCb8MmAsERvA
1506,"My 14yo daughter came in alone to get her 1st set of nails.The lady put her set on, they were way too long. My daughter communicated with her numerous times regarding the length, as the lady contiued to keep conversing in her language on the phone. She was rushing and as a result my daughter nails are way too long, the French manicure is crooked and spotty & the lady left polish on her fingers. Needless to say I had to bring my child back to get them to corrected as they tried to charge an additional $15.  No customer service!! We need to stop giving them our money!",iJjKL0KxMZJCb8MmAsERvA
